date,funding_rate
2024-01-01 00:00:00+00:00,0.000325
2024-01-01 08:00:00+00:00,0.000307
2024-01-01 16:00:00+00:00,0.000256
2024-01-02 00:00:00+00:00,0.000404
2024-01-02 08:00:00+00:00,0.000228
2024-01-02 16:00:00+00:00,0.000412
2024-01-03 00:00:00+00:00,0.000245
2024-01-03 08:00:00+00:00,0.000186
2024-01-03 16:00:00+00:00,0.0001
2024-01-04 00:00:00+00:00,0.0001
2024-01-04 08:00:00+00:00,0.0001
2024-01-04 16:00:00+00:00,0.0001
2024-01-05 00:00:00+00:00,0.0001
2024-01-05 08:00:00+00:00,0.0001
2024-01-05 16:00:00+00:00,0.0001
2024-01-06 00:00:00+00:00,0.0001
2024-01-06 08:00:00+00:00,0.0001
2024-01-06 16:00:00+00:00,0.0001
2024-01-07 00:00:00+00:00,0.0001
2024-01-07 08:00:00+00:00,0.0001
2024-01-07 16:00:00+00:00,0.0001
2024-01-08 00:00:00+00:00,0.0001
2024-01-08 08:00:00+00:00,0.0001
2024-01-08 16:00:00+00:00,0.0001
2024-01-09 00:00:00+00:00,0.0001
2024-01-09 08:00:00+00:00,0.0001
2024-01-09 16:00:00+00:00,0.0001
2024-01-10 00:00:00+00:00,0.0001
2024-01-10 08:00:00+00:00,0.0001
2024-01-10 16:00:00+00:00,0.0001
2024-01-11 00:00:00+00:00,0.0001
2024-01-11 08:00:00+00:00,0.0001
2024-01-11 16:00:00+00:00,0.0001
2024-01-12 00:00:00+00:00,0.0001
2024-01-12 08:00:00+00:00,0.0001
2024-01-12 16:00:00+00:00,0.0001
2024-01-13 00:00:00+00:00,0.0001
2024-01-13 08:00:00+00:00,0.0001
2024-01-13 16:00:00+00:00,0.0001
2024-01-14 00:00:00+00:00,0.0001
2024-01-14 08:00:00+00:00,0.0001
2024-01-14 16:00:00+00:00,0.0001
2024-01-15 00:00:00+00:00,0.0001
2024-01-15 08:00:00+00:00,0.0001
2024-01-15 16:00:00+00:00,0.0001
2024-01-16 00:00:00+00:00,0.0001
2024-01-16 08:00:00+00:00,0.0001
2024-01-16 16:00:00+00:00,0.0001
2024-01-17 00:00:00+00:00,0.0001
2024-01-17 08:00:00+00:00,0.0001
2024-01-17 16:00:00+00:00,0.0001
2024-01-18 00:00:00+00:00,0.0001
2024-01-18 08:00:00+00:00,0.0001
2024-01-18 16:00:00+00:00,0.0001
2024-01-19 00:00:00+00:00,0.0001
2024-01-19 08:00:00+00:00,0.0001
2024-01-19 16:00:00+00:00,0.0001
2024-01-20 00:00:00+00:00,0.0001
2024-01-20 08:00:00+00:00,0.0001
2024-01-20 16:00:00+00:00,0.0001
2024-01-21 00:00:00+00:00,0.0001
2024-01-21 08:00:00+00:00,0.0001
2024-01-21 16:00:00+00:00,0.0001
2024-01-22 00:00:00+00:00,0.0001
2024-01-22 08:00:00+00:00,0.0001
2024-01-22 16:00:00+00:00,0.0001
2024-01-23 00:00:00+00:00,0.0001
2024-01-23 08:00:00+00:00,0.0001
2024-01-23 16:00:00+00:00,0.0001
2024-01-24 00:00:00+00:00,0.0001
2024-01-24 08:00:00+00:00,0.0001
2024-01-24 16:00:00+00:00,0.0001
2024-01-25 00:00:00+00:00,0.0001
2024-01-25 08:00:00+00:00,0.0001
2024-01-25 16:00:00+00:00,0.0001
2024-01-26 00:00:00+00:00,0.0001
2024-01-26 08:00:00+00:00,4.2e-05
2024-01-26 16:00:00+00:00,9e-06
2024-01-27 00:00:00+00:00,5e-06
2024-01-27 08:00:00+00:00,7.8e-05
2024-01-27 16:00:00+00:00,4.4e-05
2024-01-28 00:00:00+00:00,5e-06
2024-01-28 08:00:00+00:00,1.3e-05
2024-01-28 16:00:00+00:00,0.0001
2024-01-29 00:00:00+00:00,0.0001
2024-01-29 08:00:00+00:00,0.0001
2024-01-29 16:00:00+00:00,0.0001
2024-01-30 00:00:00+00:00,-3.4e-05
2024-01-30 08:00:00+00:00,8.5e-05
2024-01-30 16:00:00+00:00,7e-05
2024-01-31 00:00:00+00:00,-3.1e-05
2024-01-31 08:00:00+00:00,5.9e-05
2024-01-31 16:00:00+00:00,0.0001
2024-02-01 00:00:00+00:00,9.8e-05
2024-02-01 08:00:00+00:00,0.0001
2024-02-01 16:00:00+00:00,0.0001
2024-02-02 00:00:00+00:00,2.4e-05
2024-02-02 08:00:00+00:00,8.5e-05
2024-02-02 16:00:00+00:00,0.0001
2024-02-03 00:00:00+00:00,5.1e-05
2024-02-03 08:00:00+00:00,-1e-05
2024-02-03 16:00:00+00:00,4.8e-05
2024-02-04 00:00:00+00:00,4e-05
2024-02-04 08:00:00+00:00,7.6e-05
2024-02-04 16:00:00+00:00,7.3e-05
2024-02-05 00:00:00+00:00,9.8e-05
2024-02-05 08:00:00+00:00,0.0001
2024-02-05 16:00:00+00:00,0.0001
2024-02-06 00:00:00+00:00,0.0001
2024-02-06 08:00:00+00:00,0.0001
2024-02-06 16:00:00+00:00,0.0001
2024-02-07 00:00:00+00:00,-2e-06
2024-02-07 08:00:00+00:00,6.9e-05
2024-02-07 16:00:00+00:00,9.2e-05
2024-02-08 00:00:00+00:00,-9e-06
2024-02-08 08:00:00+00:00,-7.1e-05
2024-02-08 16:00:00+00:00,-4.6e-05
2024-02-09 00:00:00+00:00,4e-06
2024-02-09 08:00:00+00:00,3.8e-05
2024-02-09 16:00:00+00:00,5.3e-05
2024-02-10 00:00:00+00:00,4.6e-05
2024-02-10 08:00:00+00:00,0.0001
2024-02-10 16:00:00+00:00,8.8e-05
2024-02-11 00:00:00+00:00,7.4e-05
2024-02-11 08:00:00+00:00,0.0001
2024-02-11 16:00:00+00:00,0.0001
2024-02-12 00:00:00+00:00,0.0001
2024-02-12 08:00:00+00:00,0.0001
2024-02-12 16:00:00+00:00,0.0001
2024-02-13 00:00:00+00:00,0.0001
2024-02-13 08:00:00+00:00,0.0001
2024-02-13 16:00:00+00:00,0.0001
2024-02-14 00:00:00+00:00,0.0001
2024-02-14 08:00:00+00:00,0.0001
2024-02-14 16:00:00+00:00,0.0001
2024-02-15 00:00:00+00:00,0.0001
2024-02-15 08:00:00+00:00,0.0001
2024-02-15 16:00:00+00:00,0.0001
2024-02-16 00:00:00+00:00,0.0001
2024-02-16 08:00:00+00:00,0.0001
2024-02-16 16:00:00+00:00,0.0001
2024-02-17 00:00:00+00:00,0.0001
2024-02-17 08:00:00+00:00,0.0001
2024-02-17 16:00:00+00:00,0.0001
2024-02-18 00:00:00+00:00,0.0001
2024-02-18 08:00:00+00:00,0.0001
2024-02-18 16:00:00+00:00,0.0001
2024-02-19 00:00:00+00:00,0.0001
2024-02-19 08:00:00+00:00,0.0001
2024-02-19 16:00:00+00:00,0.0001
2024-02-20 00:00:00+00:00,0.0001
2024-02-20 08:00:00+00:00,0.0001
2024-02-20 16:00:00+00:00,0.0001
2024-02-21 00:00:00+00:00,0.0001
2024-02-21 08:00:00+00:00,0.0001
2024-02-21 16:00:00+00:00,0.0001
2024-02-22 00:00:00+00:00,0.0001
2024-02-22 08:00:00+00:00,0.0001
2024-02-22 16:00:00+00:00,0.0001
2024-02-23 00:00:00+00:00,0.0001
2024-02-23 08:00:00+00:00,0.0001
2024-02-23 16:00:00+00:00,0.0001
2024-02-24 00:00:00+00:00,0.0001
2024-02-24 08:00:00+00:00,0.0001
2024-02-24 16:00:00+00:00,0.0001
2024-02-25 00:00:00+00:00,0.0001
2024-02-25 08:00:00+00:00,0.0001
2024-02-25 16:00:00+00:00,0.0001
2024-02-26 00:00:00+00:00,0.0001
2024-02-26 08:00:00+00:00,0.0001
2024-02-26 16:00:00+00:00,0.0001
2024-02-27 00:00:00+00:00,0.0001
2024-02-27 08:00:00+00:00,0.000331
2024-02-27 16:00:00+00:00,0.0001
2024-02-28 00:00:00+00:00,0.000133
2024-02-28 08:00:00+00:00,0.000112
2024-02-28 16:00:00+00:00,0.000432
2024-02-29 00:00:00+00:00,0.000713
2024-02-29 08:00:00+00:00,0.000814
2024-02-29 16:00:00+00:00,0.000543
2024-03-01 00:00:00+00:00,0.000489
2024-03-01 08:00:00+00:00,0.00053
2024-03-01 16:00:00+00:00,0.000382
2024-03-02 00:00:00+00:00,0.000148
2024-03-02 08:00:00+00:00,0.000346
2024-03-02 16:00:00+00:00,0.000586
2024-03-03 00:00:00+00:00,0.000482
2024-03-03 08:00:00+00:00,0.000435
2024-03-03 16:00:00+00:00,0.000439
2024-03-04 00:00:00+00:00,0.000389
2024-03-04 08:00:00+00:00,0.000448
2024-03-04 16:00:00+00:00,0.000497
2024-03-05 00:00:00+00:00,0.000382
2024-03-05 08:00:00+00:00,0.000783
2024-03-05 16:00:00+00:00,0.000724
2024-03-06 00:00:00+00:00,0.000347
2024-03-06 08:00:00+00:00,0.000118
2024-03-06 16:00:00+00:00,0.000127
2024-03-07 00:00:00+00:00,0.0001
2024-03-07 08:00:00+00:00,0.000189
2024-03-07 16:00:00+00:00,0.000201
2024-03-08 00:00:00+00:00,0.0001
2024-03-08 08:00:00+00:00,0.000164
2024-03-08 16:00:00+00:00,0.000283
2024-03-09 00:00:00+00:00,0.0001
2024-03-09 08:00:00+00:00,0.000139
2024-03-09 16:00:00+00:00,0.000155
2024-03-10 00:00:00+00:00,0.000179
2024-03-10 08:00:00+00:00,0.000147
2024-03-10 16:00:00+00:00,0.0001
2024-03-11 00:00:00+00:00,0.0001
2024-03-11 08:00:00+00:00,0.000184
2024-03-11 16:00:00+00:00,0.000525
2024-03-12 00:00:00+00:00,0.000288
2024-03-12 08:00:00+00:00,0.000424
2024-03-12 16:00:00+00:00,0.000369
2024-03-13 00:00:00+00:00,0.000297
2024-03-13 08:00:00+00:00,0.000496
2024-03-13 16:00:00+00:00,0.000186
2024-03-14 00:00:00+00:00,0.0001
2024-03-14 08:00:00+00:00,0.0001
2024-03-14 16:00:00+00:00,0.000137
2024-03-15 00:00:00+00:00,0.000384
2024-03-15 08:00:00+00:00,0.000212
2024-03-15 16:00:00+00:00,0.0001
2024-03-16 00:00:00+00:00,0.0001
2024-03-16 08:00:00+00:00,0.0001
2024-03-16 16:00:00+00:00,0.0001
2024-03-17 00:00:00+00:00,0.000254
2024-03-17 08:00:00+00:00,0.000206
2024-03-17 16:00:00+00:00,0.00014
2024-03-18 00:00:00+00:00,0.0001
2024-03-18 08:00:00+00:00,0.000152
2024-03-18 16:00:00+00:00,0.00013
2024-03-19 00:00:00+00:00,0.0001
2024-03-19 08:00:00+00:00,0.000123
2024-03-19 16:00:00+00:00,0.000236
2024-03-20 00:00:00+00:00,0.0001
2024-03-20 08:00:00+00:00,0.0001
2024-03-20 16:00:00+00:00,0.0001
2024-03-21 00:00:00+00:00,0.0001
2024-03-21 08:00:00+00:00,0.0001
2024-03-21 16:00:00+00:00,0.0001
2024-03-22 00:00:00+00:00,0.00015
2024-03-22 08:00:00+00:00,0.0001
2024-03-22 16:00:00+00:00,0.0001
2024-03-23 00:00:00+00:00,0.000121
2024-03-23 08:00:00+00:00,0.0001
2024-03-23 16:00:00+00:00,0.0001
2024-03-24 00:00:00+00:00,0.0001
2024-03-24 08:00:00+00:00,0.0001
2024-03-24 16:00:00+00:00,0.0001
2024-03-25 00:00:00+00:00,0.0001
2024-03-25 08:00:00+00:00,0.0001
2024-03-25 16:00:00+00:00,0.0001
2024-03-26 00:00:00+00:00,0.0001
2024-03-26 08:00:00+00:00,0.0001
2024-03-26 16:00:00+00:00,0.0001
2024-03-27 00:00:00+00:00,0.000187
2024-03-27 08:00:00+00:00,0.000236
2024-03-27 16:00:00+00:00,0.000311
2024-03-28 00:00:00+00:00,0.00027
2024-03-28 08:00:00+00:00,0.000247
2024-03-28 16:00:00+00:00,0.000166
2024-03-29 00:00:00+00:00,0.0001
2024-03-29 08:00:00+00:00,0.00021
2024-03-29 16:00:00+00:00,0.000395
2024-03-30 00:00:00+00:00,0.000307
2024-03-30 08:00:00+00:00,0.000361
2024-03-30 16:00:00+00:00,0.00037
2024-03-31 00:00:00+00:00,0.000335
2024-03-31 08:00:00+00:00,0.000382
2024-03-31 16:00:00+00:00,0.000422
2024-04-01 00:00:00+00:00,0.000585
2024-04-01 08:00:00+00:00,0.000434
2024-04-01 16:00:00+00:00,0.000391
2024-04-02 00:00:00+00:00,0.000147
2024-04-02 08:00:00+00:00,0.000121
2024-04-02 16:00:00+00:00,0.000213
2024-04-03 00:00:00+00:00,0.0001
2024-04-03 08:00:00+00:00,0.0001
2024-04-03 16:00:00+00:00,0.0001
2024-04-04 00:00:00+00:00,0.0001
2024-04-04 08:00:00+00:00,0.0001
2024-04-04 16:00:00+00:00,0.0001
2024-04-05 00:00:00+00:00,0.0001
2024-04-05 08:00:00+00:00,0.0001
2024-04-05 16:00:00+00:00,0.0001
2024-04-06 00:00:00+00:00,0.0001
2024-04-06 08:00:00+00:00,0.0001
2024-04-06 16:00:00+00:00,0.0001
2024-04-07 00:00:00+00:00,0.0001
2024-04-07 08:00:00+00:00,0.0001
2024-04-07 16:00:00+00:00,0.0001
2024-04-08 00:00:00+00:00,0.0001
2024-04-08 08:00:00+00:00,0.0001
2024-04-08 16:00:00+00:00,0.0001
2024-04-09 00:00:00+00:00,0.0001
2024-04-09 08:00:00+00:00,0.000234
2024-04-09 16:00:00+00:00,0.000224
2024-04-10 00:00:00+00:00,0.000258
2024-04-10 08:00:00+00:00,0.000138
2024-04-10 16:00:00+00:00,0.000127
2024-04-11 00:00:00+00:00,0.0001
2024-04-11 08:00:00+00:00,0.0001
2024-04-11 16:00:00+00:00,0.0001
2024-04-12 00:00:00+00:00,0.0001
2024-04-12 08:00:00+00:00,0.0001
2024-04-12 16:00:00+00:00,0.000124
2024-04-13 00:00:00+00:00,0.0001
2024-04-13 08:00:00+00:00,0.0001
2024-04-13 16:00:00+00:00,0.0001
2024-04-14 00:00:00+00:00,0.0001
2024-04-14 08:00:00+00:00,0.0001
2024-04-14 16:00:00+00:00,0.0001
2024-04-15 00:00:00+00:00,5.2e-05
2024-04-15 08:00:00+00:00,2.8e-05
2024-04-15 16:00:00+00:00,0.0001
2024-04-16 00:00:00+00:00,0.0001
2024-04-16 08:00:00+00:00,0.0001
2024-04-16 16:00:00+00:00,6.9e-05
2024-04-17 00:00:00+00:00,5.3e-05
2024-04-17 08:00:00+00:00,1.3e-05
2024-04-17 16:00:00+00:00,0.0001
2024-04-18 00:00:00+00:00,7.2e-05
2024-04-18 08:00:00+00:00,1.2e-05
2024-04-18 16:00:00+00:00,-3.9e-05
2024-04-19 00:00:00+00:00,-4.6e-05
2024-04-19 08:00:00+00:00,0.0001
2024-04-19 16:00:00+00:00,-5.6e-05
2024-04-20 00:00:00+00:00,0.0001
2024-04-20 08:00:00+00:00,7e-06
2024-04-20 16:00:00+00:00,4e-05
2024-04-21 00:00:00+00:00,4.1e-05
2024-04-21 08:00:00+00:00,6.8e-05
2024-04-21 16:00:00+00:00,7.3e-05
2024-04-22 00:00:00+00:00,6.5e-05
2024-04-22 08:00:00+00:00,1.8e-05
2024-04-22 16:00:00+00:00,-7e-06
2024-04-23 00:00:00+00:00,-6.7e-05
2024-04-23 08:00:00+00:00,7.7e-05
2024-04-23 16:00:00+00:00,7.3e-05
2024-04-24 00:00:00+00:00,4.5e-05
2024-04-24 08:00:00+00:00,2.5e-05
2024-04-24 16:00:00+00:00,0.0001
2024-04-25 00:00:00+00:00,0.0001
2024-04-25 08:00:00+00:00,0.0001
2024-04-25 16:00:00+00:00,0.0001
2024-04-26 00:00:00+00:00,-0.000114
2024-04-26 08:00:00+00:00,-6.7e-05
2024-04-26 16:00:00+00:00,4e-05
2024-04-27 00:00:00+00:00,9.7e-05
2024-04-27 08:00:00+00:00,0.0001
2024-04-27 16:00:00+00:00,5.5e-05
2024-04-28 00:00:00+00:00,-4.2e-05
2024-04-28 08:00:00+00:00,-1.8e-05
2024-04-28 16:00:00+00:00,7.9e-05
2024-04-29 00:00:00+00:00,4.5e-05
2024-04-29 08:00:00+00:00,9.4e-05
2024-04-29 16:00:00+00:00,9.7e-05
2024-04-30 00:00:00+00:00,-2.8e-05
2024-04-30 08:00:00+00:00,-1e-05
2024-04-30 16:00:00+00:00,0.0001
2024-05-01 00:00:00+00:00,0.0001
2024-05-01 08:00:00+00:00,0.0001
2024-05-01 16:00:00+00:00,0.0001
2024-05-02 00:00:00+00:00,0.0001
2024-05-02 08:00:00+00:00,7.8e-05
2024-05-02 16:00:00+00:00,-3.2e-05
2024-05-03 00:00:00+00:00,-4.7e-05
2024-05-03 08:00:00+00:00,-3.7e-05
2024-05-03 16:00:00+00:00,-1.2e-05
2024-05-04 00:00:00+00:00,-8e-05
2024-05-04 08:00:00+00:00,2.2e-05
2024-05-04 16:00:00+00:00,3.1e-05
2024-05-05 00:00:00+00:00,9.1e-05
2024-05-05 08:00:00+00:00,7e-06
2024-05-05 16:00:00+00:00,2.7e-05
2024-05-06 00:00:00+00:00,1e-06
2024-05-06 08:00:00+00:00,-7e-06
2024-05-06 16:00:00+00:00,0.0001
2024-05-07 00:00:00+00:00,0.0001
2024-05-07 08:00:00+00:00,7.8e-05
2024-05-07 16:00:00+00:00,9.5e-05
2024-05-08 00:00:00+00:00,0.0001
2024-05-08 08:00:00+00:00,0.0001
2024-05-08 16:00:00+00:00,0.0001
2024-05-09 00:00:00+00:00,0.0001
2024-05-09 08:00:00+00:00,0.0001
2024-05-09 16:00:00+00:00,0.0001
2024-05-10 00:00:00+00:00,-1.9e-05
2024-05-10 08:00:00+00:00,-2.2e-05
2024-05-10 16:00:00+00:00,0.0001
2024-05-11 00:00:00+00:00,0.0001
2024-05-11 08:00:00+00:00,0.0001
2024-05-11 16:00:00+00:00,0.0001
2024-05-12 00:00:00+00:00,7.6e-05
2024-05-12 08:00:00+00:00,3.8e-05
2024-05-12 16:00:00+00:00,6.8e-05
2024-05-13 00:00:00+00:00,2.7e-05
2024-05-13 08:00:00+00:00,4.1e-05
2024-05-13 16:00:00+00:00,4.7e-05
2024-05-14 00:00:00+00:00,1.2e-05
2024-05-14 08:00:00+00:00,0.0001
2024-05-14 16:00:00+00:00,9e-05
2024-05-15 00:00:00+00:00,0.0001
2024-05-15 08:00:00+00:00,3.4e-05
2024-05-15 16:00:00+00:00,-6.8e-05
2024-05-16 00:00:00+00:00,-0.000173
2024-05-16 08:00:00+00:00,8.1e-05
2024-05-16 16:00:00+00:00,4e-05
2024-05-17 00:00:00+00:00,0.0001
2024-05-17 08:00:00+00:00,5.2e-05
2024-05-17 16:00:00+00:00,-1.7e-05
2024-05-18 00:00:00+00:00,-5.6e-05
2024-05-18 08:00:00+00:00,-1.7e-05
2024-05-18 16:00:00+00:00,-3.8e-05
2024-05-19 00:00:00+00:00,-2e-06
2024-05-19 08:00:00+00:00,-2.3e-05
2024-05-19 16:00:00+00:00,6.3e-05
2024-05-20 00:00:00+00:00,0.0001
2024-05-20 08:00:00+00:00,0.0001
2024-05-20 16:00:00+00:00,3.7e-05
2024-05-21 00:00:00+00:00,0.0001
2024-05-21 08:00:00+00:00,0.0001
2024-05-21 16:00:00+00:00,0.0001
2024-05-22 00:00:00+00:00,0.0001
2024-05-22 08:00:00+00:00,0.0001
2024-05-22 16:00:00+00:00,0.0001
2024-05-23 00:00:00+00:00,0.0001
2024-05-23 08:00:00+00:00,0.0001
2024-05-23 16:00:00+00:00,0.0001
2024-05-24 00:00:00+00:00,0.0001
2024-05-24 08:00:00+00:00,0.0001
2024-05-24 16:00:00+00:00,0.0001
2024-05-25 00:00:00+00:00,0.0001
2024-05-25 08:00:00+00:00,0.0001
2024-05-25 16:00:00+00:00,0.0001
2024-05-26 00:00:00+00:00,0.0001
2024-05-26 08:00:00+00:00,0.0001
2024-05-26 16:00:00+00:00,0.0001
2024-05-27 00:00:00+00:00,0.0001
2024-05-27 08:00:00+00:00,0.0001
2024-05-27 16:00:00+00:00,0.0001
2024-05-28 00:00:00+00:00,0.0001
2024-05-28 08:00:00+00:00,0.0001
2024-05-28 16:00:00+00:00,0.0001
2024-05-29 00:00:00+00:00,0.0001
2024-05-29 08:00:00+00:00,0.0001
2024-05-29 16:00:00+00:00,0.0001
2024-05-30 00:00:00+00:00,0.0001
2024-05-30 08:00:00+00:00,0.0001
2024-05-30 16:00:00+00:00,0.0001
2024-05-31 00:00:00+00:00,8e-05
2024-05-31 08:00:00+00:00,0.0001
2024-05-31 16:00:00+00:00,0.0001
2024-06-01 00:00:00+00:00,0.0001
2024-06-01 08:00:00+00:00,0.0001
2024-06-01 16:00:00+00:00,0.0001
2024-06-02 00:00:00+00:00,0.0001
2024-06-02 08:00:00+00:00,0.0001
2024-06-02 16:00:00+00:00,0.0001
2024-06-03 00:00:00+00:00,0.0001
2024-06-03 08:00:00+00:00,0.0001
2024-06-03 16:00:00+00:00,4.3e-05
2024-06-04 00:00:00+00:00,0.0001
2024-06-04 08:00:00+00:00,0.0001
2024-06-04 16:00:00+00:00,0.0001
2024-06-05 00:00:00+00:00,-1.7e-05
2024-06-05 08:00:00+00:00,-3.9e-05
2024-06-05 16:00:00+00:00,9.2e-05
2024-06-06 00:00:00+00:00,-2e-06
2024-06-06 08:00:00+00:00,0.0001
2024-06-06 16:00:00+00:00,0.0001
2024-06-07 00:00:00+00:00,0.0001
2024-06-07 08:00:00+00:00,0.0001
2024-06-07 16:00:00+00:00,-4e-06
2024-06-08 00:00:00+00:00,0.0001
2024-06-08 08:00:00+00:00,0.0001
2024-06-08 16:00:00+00:00,0.0001
2024-06-09 00:00:00+00:00,0.0001
2024-06-09 08:00:00+00:00,0.0001
2024-06-09 16:00:00+00:00,0.0001
2024-06-10 00:00:00+00:00,-3.8e-05
2024-06-10 08:00:00+00:00,3.1e-05
2024-06-10 16:00:00+00:00,0.0001
2024-06-11 00:00:00+00:00,-7e-06
2024-06-11 08:00:00+00:00,0.0001
2024-06-11 16:00:00+00:00,0.0001
2024-06-12 00:00:00+00:00,5.3e-05
2024-06-12 08:00:00+00:00,-7e-06
2024-06-12 16:00:00+00:00,-5.7e-05
2024-06-13 00:00:00+00:00,-7.5e-05
2024-06-13 08:00:00+00:00,-2.2e-05
2024-06-13 16:00:00+00:00,4.6e-05
2024-06-14 00:00:00+00:00,0.0001
2024-06-14 08:00:00+00:00,0.0001
2024-06-14 16:00:00+00:00,6.8e-05
2024-06-15 00:00:00+00:00,7.9e-05
2024-06-15 08:00:00+00:00,-5.4e-05
